account,trades,avg_pnl,win_rate,avg_leverage,total_volume_usd
0x083384f897ee0f19899168e3b1bec365f52a9012,3818,419.1277684596647,0.3596123624934521,,61697263.97
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,7280,6.5776539167582415,0.4427197802197802,,12035487.66
0x271b280974205ca63b716753467d5a371de622ab,3809,-18.49204287687057,0.3019165135206091,,33873440.42
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,13311,9.951529904139434,0.43858462925400044,,6757022.1
0x2c229d22b100a7beb69122eed721cee9b24011dd,3239,52.0710111126891,0.5199135535659154,,10166880.2
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,815,-38.28662574969325,0.45521472392638035,,1409902.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,3589,4.0281190682641395,0.32766787405962666,,17193375.42
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,332,161.13327482831323,0.4759036144578313,,1143896.46
0x420ab45e0bd8863569a5efbb9c05d91f40624641,383,520.9023308929503,0.2349869451697128,,1987527.6099999999
0x430f09841d65beb3f27765503d0f850b8bce7713,1237,336.735547567502,0.48423605497170574,,2966109.22
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,8519,12.130967972884141,0.35344524005164923,,4408828.9
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,4356,155.58931373806246,0.48622589531680444,,39572949.25
0x4f93fead39b70a1824f981a54d4e55b278e9f760,7584,40.740489150316456,0.3603639240506329,,129672529.28
0x513b8629fe877bb581bf244e326a047b249c4ff1,12236,68.68441935403726,0.40119320039228507,,420876556.36
0x6d6a4b953f202f8df5bed40692e7fd865318264a,975,111.51919668923077,0.4317948717948718,,728057.51
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,1590,270.0349471163522,0.34591194968553457,,11474500.92
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,1430,281.8262266846154,0.3062937062937063,,3051144.33
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9893,38.3195599627009,0.8108763772364298,,25729497.24
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,1559,9.557692781911483,0.45221295702373315,,5844484.45
0x8170715b3b381dffb7062c0298972d4727a0a63b,4601,-36.43145507085416,0.38274288198217776,,10143758.13
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1911,34.2823955552067,0.33019361590790164,,11999173.37
0x8477e447846c758f5a675856001ea72298fd9cb5,14998,2.928191023869849,0.26196826243499133,,12304786.84
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,3052,41.47409637418087,0.2853866317169069,,10992355.74
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,15605,6.81210350887536,0.3457866068567767,,19868207.98
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,417,174.6918088057554,0.5731414868105515,,861809.4
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,563,120.50731710657195,0.40852575488454707,,1677425.72
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,534,40.746875941947565,0.32209737827715357,,4448323.26
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,14733,145.48174829898866,0.3371343243059798,,56543565.23
0xb899e522b5715391ae1d4f137653e7906c5e2115,4838,4.648305254443986,0.4386109962794543,,108877041.1
0xbaaaf6571ab7d571043ff1e313a9609a10637864,21192,44.364090516232544,0.46758210645526616,,68036340.24
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2641,83.49831952025748,0.32752745172283226,,20737391.71
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,40184,20.806304824731235,0.428230141349791,,74107810.44
